utterance_id,noise_samples_beginning_16k,noise_sample_end_16k,target_speaker1_snr_db
421c020x_1.552_445o0304_-1.552.wav,17469,20769,4.948561416525244
447o030n_2.2874_423o030h_-2.2874.wav,16651,4305,-2.9188056350271654
444c020c_0.95182_050c010x_-0.95182.wav,12118,29027,5.760022804322473
22ga010l_1.2345_444c020e_-1.2345.wav,15488,28322,3.6011208960045966
422o030q_2.4777_051a050n_-2.4777.wav,25685,13894,2.1332235270668765
421o030l_2.3467_050c0102_-2.3467.wav,30705,27718,-2.223403273920481
442c0203_1.1901_052a050h_-1.1901.wav,9413,26904,5.886016338112235
053c010j_2.0279_22ga010p_-2.0279.wav,10549,10721,4.658209854889212
444o030o_0.67898_421c020s_-0.67898.wav,27648,6156,2.0196061238978142
444c0201_1.4178_051c010k_-1.4178.wav,24967,12053,0.19731783519005575
447o030k_0.23143_443c020g_-0.23143.wav,10,27888,-1.766472760663849
443o030u_0.27575_440o030n_-0.27575.wav,31194,19649,-0.8606802376111973
447c020n_1.281_22go0107_-1.281.wav,10847,4975,-1.6443756839135668
423c020v_2.032_444o030h_-2.032.wav,1049,22330,2.095797412614287
421a010r_2.2627_050o020i_-2.2627.wav,918,15326,3.0856583345665474
051a0502_1.5222_050a050s_-1.5222.wav,26133,19068,5.178648123010646
446o030k_0.43189_420c0201_-0.43189.wav,21038,20206,3.6702362418536953
22ga010v_0.56642_422c020f_-0.56642.wav,1517,18471,3.5366740353797343
443c020p_1.1115_053a050g_-1.1115.wav,5284,20309,-0.8277229198157219
22ga010l_1.5416_051o020j_-1.5416.wav,3458,15592,-0.2697116203007788
22ga010w_1.9211_420a010j_-1.9211.wav,7003,4125,5.289617627446004
420o030g_0.34707_445o0310_-0.34707.wav,12623,21570,4.89917766205908
050a0513_2.0807_446o0310_-2.0807.wav,9838,13959,2.4358276684741424
441o030k_0.4092_444o030s_-0.4092.wav,846,14978,4.8078418504874065
447c0207_0.10378_051c0105_-0.10378.wav,6228,30060,3.158053874026881
051a050d_0.21642_421c020v_-0.21642.wav,29345,19951,-1.5517242354321674
443c0208_0.43154_420c0208_-0.43154.wav,26779,15013,4.284700064463997
051c0104_2.4531_052c010e_-2.4531.wav,16697,3525,2.033072013848158
441c0201_1.0706_447o030x_-1.0706.wav,10311,19025,4.056708870178952
444c0205_1.5154_422c020b_-1.5154.wav,21071,13387,1.0550980018484655
420o030a_0.36105_445o030c_-0.36105.wav,4128,24097,-1.8264943852841158
440o030i_1.8356_22ga010u_-1.8356.wav,7688,1641,1.2945968361599451
422c020t_0.23212_444o030u_-0.23212.wav,30477,29501,3.6164905694354434
442o0310_0.49097_446o031a_-0.49097.wav,3350,5040,2.2604501280176317
22hc010a_0.88989_446c020c_-0.88989.wav,27336,7048,2.697651803672805
052a050q_2.2908_446o0310_-2.2908.wav,30459,19393,3.671458442310902
422a010s_0.058964_052c010e_-0.058964.wav,22294,25620,3.053097575302467
050a0502_1.463_420a010o_-1.463.wav,2212,10458,-2.9305012938122355
051c0109_2.0321_444c020x_-2.0321.wav,13550,31112,4.830872562116354
423o0304_1.2093_420o030k_-1.2093.wav,28398,17790,5.63053982701728
445o030e_1.0954_053a0501_-1.0954.wav,8646,14041,5.131691818039318
442o0307_0.25506_050a050e_-0.25506.wav,21438,26043,3.227426535979446
441o0309_0.26895_446c020t_-0.26895.wav,22741,1144,5.628078259529049
051o0208_0.58475_22hc010t_-0.58475.wav,2531,25525,1.760573854380791
442o030g_1.2809_050a0504_-1.2809.wav,3745,5964,5.986729540520988
444c020h_0.9633_423c020f_-0.9633.wav,7241,9451,-1.7667061409169658
052c0112_1.3935_22ha0102_-1.3935.wav,27218,19940,4.371420189202666
421a010f_0.28101_22ha0103_-0.28101.wav,27403,18811,0.19919316990634384
22ho010n_0.98109_447c020g_-0.98109.wav,3833,22315,1.627757220658073
22go010s_1.0984_446o0302_-1.0984.wav,4816,8066,-1.0177260379188153
420o030t_1.2352_053o020y_-1.2352.wav,11479,4798,0.28188186648887203
442c020u_0.62277_22hc010a_-0.62277.wav,30458,16522,2.2118326373147577
22hc0109_1.9352_052c0108_-1.9352.wav,1257,16120,-1.5690348686443625
441c0211_0.47832_053c0105_-0.47832.wav,4946,7832,2.8994068804307247
445c0214_1.5649_423a0113_-1.5649.wav,26689,12100,-0.20590157012776844
446o030e_0.35357_421o030z_-0.35357.wav,5249,18689,0.8297052396236873
423c0204_0.44006_051o0211_-0.44006.wav,14722,1713,4.5297373645872065
22go0110_0.95557_443o0314_-0.95557.wav,29167,23701,3.5971414975302842
440o030k_1.3697_443o030u_-1.3697.wav,5883,30447,-0.6226141295301497
050a050x_1.0327_444o030o_-1.0327.wav,2827,13902,5.259163509059659
443c0204_0.15155_050a0511_-0.15155.wav,5041,20293,4.884163192108384
445o030v_2.1753_421c0210_-2.1753.wav,1804,22586,3.0887540777184945
420a0109_0.52312_444c0215_-0.52312.wav,3099,20562,5.6653591192209465
444c020i_1.2349_423a010k_-1.2349.wav,6217,16341,-1.3587353122718606
052c0106_1.864_447o0307_-1.864.wav,11561,9187,1.6014868989265665
444o030b_0.34117_447c020a_-0.34117.wav,30866,13724,3.59016377919537
445o030h_1.4594_446c020f_-1.4594.wav,19087,31328,-0.3957649293797849
420c020p_2.0378_441c020r_-2.0378.wav,7478,16914,5.162631822772223
445c0211_1.0756_050c0107_-1.0756.wav,26508,853,-2.2803211181758782
446o030k_0.24698_051c0112_-0.24698.wav,10552,13594,-0.8093173408278185
422a0106_1.1377_423o030l_-1.1377.wav,4928,9199,4.751926889431989
441c0201_1.3462_050c010w_-1.3462.wav,25775,24130,1.3267332046694023
421o0307_2.1494_050c010c_-2.1494.wav,16684,11458,-0.7046804636211945
053c0108_0.021727_050o020m_-0.021727.wav,3866,27962,2.2583298606738484
444c0205_0.22427_22go010r_-0.22427.wav,16306,15469,-1.0897417981393849
050o020e_1.5522_443c0204_-1.5522.wav,7321,30124,-1.9657386661716862
052o020c_1.4136_422c020g_-1.4136.wav,30376,30304,-0.2589638685013038
441o030j_0.13184_422c020l_-0.13184.wav,13810,29561,-1.7124750853231938
420c0202_1.7761_423o030k_-1.7761.wav,23549,31916,1.051320082723893
22go010o_0.88923_447c020p_-0.88923.wav,24313,11036,-1.7318827269394368
421a0114_0.70544_053a0506_-0.70544.wav,22029,21787,-1.0024147705941826
22ho0109_2.3494_423o030r_-2.3494.wav,19443,19141,5.910020474247139
421c020q_0.38291_441o0303_-0.38291.wav,28019,15206,5.303849017262271
22ga010q_1.9519_444c0209_-1.9519.wav,24782,21780,5.787876617142054
051c010g_0.39061_052o020u_-0.39061.wav,19990,6622,5.3650873597539075
051a050b_1.6419_053o0212_-1.6419.wav,25183,21846,5.593988520991111
22go010q_1.3606_447c0217_-1.3606.wav,16105,28827,2.8716090496006252
442c020c_2.1717_052o020p_-2.1717.wav,3438,29231,-0.701170387605921
440o0309_1.3717_444c0212_-1.3717.wav,2168,4982,3.8852813889737625
444c020p_0.5106_053o020j_-0.5106.wav,14000,9847,-2.7495692740392075
051a050b_0.52192_053c0106_-0.52192.wav,1983,466,2.0833167516387006
443c020b_0.91101_050o0208_-0.91101.wav,9976,10825,-1.36856865071388
22ga010h_0.76899_442o030e_-0.76899.wav,4905,5192,0.28257695799814364
22go0113_2.151_422a0102_-2.151.wav,31546,10572,2.1488525305375976
22ha010z_1.6166_420c020z_-1.6166.wav,25217,24012,3.492658939336808
051c010c_1.2632_444o030p_-1.2632.wav,18829,6082,3.947206137381438
441o030a_2.4581_445c0205_-2.4581.wav,8289,5159,5.374576638886962
441o030r_2.0691_443c020c_-2.0691.wav,14325,12167,2.6814280592688053
446o030k_0.56158_442o0311_-0.56158.wav,631,25416,2.046312390751238
422o030y_0.56286_446o030p_-0.56286.wav,10557,28854,2.9950926947392773
441o0303_0.43132_445c020r_-0.43132.wav,13121,10640,2.230943852002241
444o0306_0.62364_22ga0105_-0.62364.wav,14468,31244,0.108032717304817
053o020y_0.98149_440c0208_-0.98149.wav,27144,17853,4.954223898533759
422c020i_1.9066_423c0210_-1.9066.wav,30797,19847,2.4636160805220246
053a0506_0.84031_447c020d_-0.84031.wav,18303,23258,1.0218867510243888
423a010m_2.2596_443c020t_-2.2596.wav,23770,23514,-0.005054440211301525
22go010p_0.74674_447c0215_-0.74674.wav,7367,20056,-2.14676518459407
420a010s_0.56448_22ga010f_-0.56448.wav,6122,20425,-2.3216554781432963
443c020w_1.0586_22go010u_-1.0586.wav,12320,10395,4.4492269225553125
445c0205_0.5673_421o030e_-0.5673.wav,24174,5158,5.160860964891217
052c010r_2.4235_053o020q_-2.4235.wav,9944,3082,-2.013322960930132
051a0508_2.2216_442c0213_-2.2216.wav,13538,18750,2.3102996920570993
443o030h_2.0968_441c020j_-2.0968.wav,10233,15585,4.573214995837785
050c0115_0.45717_446o0305_-0.45717.wav,20335,335,-2.53368776383662
22ha0101_1.7206_423a010m_-1.7206.wav,31221,12709,1.6782207946334218
422c020o_0.53856_051o020c_-0.53856.wav,29399,28107,1.430287310890554
421o030p_1.4738_446c020e_-1.4738.wav,1428,31750,-2.855205814794778
444o030q_0.62744_445o030l_-0.62744.wav,9009,17867,2.055660318817548
053c0110_1.9665_446o030b_-1.9665.wav,6896,7350,-0.400771591825265
422c0212_2.1883_447o0306_-2.1883.wav,12219,13315,5.936637149339191
447c020m_1.2223_053o020v_-1.2223.wav,22758,7858,3.5943688192106062
443o0304_2.2866_440o030f_-2.2866.wav,1286,12285,-1.939682804706719
053o020r_2.4269_051c010f_-2.4269.wav,29630,21681,4.706061666558577
050o0213_0.77657_051o0204_-0.77657.wav,25548,20863,1.2361139209609018
444c020w_1.4109_053c0106_-1.4109.wav,9060,27292,0.8089799993198574
442o030j_1.6414_446c020i_-1.6414.wav,27085,27889,-0.12305097868514636
053a0512_2.0668_420a010v_-2.0668.wav,20677,4728,3.876863806464881
447c020q_2.085_22ga0110_-2.085.wav,31978,23864,-2.06466960496377
051c0115_1.3159_22ga0108_-1.3159.wav,24370,14483,5.67526727528724
447c0209_1.1383_22ga0101_-1.1383.wav,17033,3506,0.3307095100302959
053a050n_0.55261_445o0312_-0.55261.wav,5020,13595,0.5232657292850864
447o030k_2.331_421c0211_-2.331.wav,17135,17889,5.61671310319141
420o030c_2.1551_051c010q_-2.1551.wav,10615,7189,0.7694850220210991
051o020m_0.2335_442c020r_-0.2335.wav,24569,841,3.783678612588118
22hc010l_0.76924_440o0306_-0.76924.wav,31980,22688,-2.9985751908204543
053o020k_0.23327_423c020p_-0.23327.wav,17927,3345,-2.3510572552280395
422a0103_0.01406_22ho010m_-0.01406.wav,4621,27440,1.2645447533865717
051a0511_1.6913_422o030j_-1.6913.wav,2858,24677,-1.137888647610289
051c0114_0.33581_22go0104_-0.33581.wav,30879,8991,1.4832704308485827
22ha010f_1.4703_444o030f_-1.4703.wav,9252,22935,-0.1718861354424206
22hc0111_0.83403_442o030q_-0.83403.wav,14866,20736,-2.3619341834765906
440c020n_0.091392_446o030e_-0.091392.wav,3746,1577,-2.214221589791162
443o030o_1.5733_050c0116_-1.5733.wav,22666,12613,3.2219401215175987
443c0212_1.73_445c020h_-1.73.wav,183,6346,-1.2237511397909207
443o030z_1.6838_422a0111_-1.6838.wav,8213,19763,0.67940756930683
22gc0111_1.4247_053o020z_-1.4247.wav,7878,15935,0.6928281377570111
420a010m_0.45684_444o030v_-0.45684.wav,14207,31130,-1.812207923753269
447o030h_1.9064_445c020o_-1.9064.wav,31760,10069,-2.4828973781226686
445c0216_1.2895_447c020l_-1.2895.wav,27567,7155,3.3585813905940203
442c0214_1.2681_053a050u_-1.2681.wav,15356,7260,3.6321527208661806
050o0206_1.3208_420c020x_-1.3208.wav,938,20757,-1.4441706042218927
420a0103_0.51858_440c020o_-0.51858.wav,25325,1433,4.7387610390868025
051a0513_1.0984_053c010a_-1.0984.wav,6801,30157,-0.6916888082385713
446o030g_0.36981_423a010b_-0.36981.wav,1148,7051,3.4349795791350513
053o0202_1.3653_442c0209_-1.3653.wav,30597,7150,5.789973267473252
22hc010k_2.0358_052o020r_-2.0358.wav,14853,20855,2.633085748826808
421o030n_1.1413_443o030h_-1.1413.wav,12062,26050,5.508514683941254
421a0105_1.7524_423c020n_-1.7524.wav,8654,154,2.8357695110397794
051o020k_0.68009_22ga0101_-0.68009.wav,23186,30484,-2.674019581039725
22gc010l_1.9598_420a010h_-1.9598.wav,26897,23744,3.063242291336346
442c020p_0.25249_445c020d_-0.25249.wav,22664,10503,-0.3318535532664306
447o030q_2.4332_440o0309_-2.4332.wav,26908,2287,-1.3738909235142356
051c010p_1.6842_052a050i_-1.6842.wav,1800,1518,-1.5960264100331583
443o030o_0.4937_446c020i_-0.4937.wav,24073,29066,4.163577437655359
050c010j_1.9482_444c020u_-1.9482.wav,13716,2293,-0.7100447972721193
447c0214_0.40324_421o0308_-0.40324.wav,29199,26938,1.3025805683683753
442o030z_0.55178_447o0311_-0.55178.wav,10374,21859,2.131544171816003
422a0105_2.1249_053c0102_-2.1249.wav,6159,25097,3.8014208747799696
447c0208_0.0044616_421c0211_-0.0044616.wav,26994,21825,-0.38182492380828403
051a050c_1.874_446c0206_-1.874.wav,8781,8367,-0.10125291043648543
052o020v_0.23967_442o030y_-0.23967.wav,7052,3733,1.4176680052666164
22ho0114_1.5174_050a050h_-1.5174.wav,6953,4114,3.6325321486889406
447o0307_0.6894_420a010k_-0.6894.wav,29466,3478,3.86721800243474
051c010d_2.3786_447c0207_-2.3786.wav,21471,13291,-2.584956959878973
050c010d_0.87422_051o0204_-0.87422.wav,8441,2118,4.152559580399949
051o0204_2.1593_052a050r_-2.1593.wav,25156,9286,4.875216528781187
447o0301_0.69862_050o020g_-0.69862.wav,8552,17911,0.36490714487617826
423o030x_1.1667_051c010h_-1.1667.wav,27640,23860,4.008473066938189
440c0213_2.3547_423o0308_-2.3547.wav,6441,23224,-2.9227080710022846
443c020g_0.47756_444o030t_-0.47756.wav,20742,23287,-2.2244920878413295
22hc0113_0.21482_445o0312_-0.21482.wav,20130,6802,-0.9418779976403919
053a0510_1.1845_446c020t_-1.1845.wav,614,8529,4.487999187140359
22go010v_1.0891_22ho010l_-1.0891.wav,1471,20483,-2.978832711547487
445o0310_0.53579_422c0215_-0.53579.wav,9943,759,5.6850556968819905
22hc010j_2.0515_444c0215_-2.0515.wav,7908,15329,3.625800117944067
420o030m_0.99765_447o0304_-0.99765.wav,15603,28237,-0.7576582789252746
052a050w_1.4457_446o030o_-1.4457.wav,26465,4419,3.2589767533662917
423a010f_0.42902_447c0203_-0.42902.wav,13885,24816,-0.5628635757646894
423o030m_1.6644_053o0212_-1.6644.wav,22357,8399,-2.1133087815265355
446o0313_1.0149_445o030i_-1.0149.wav,8699,23079,1.098286646398984
053a050q_0.38943_050a050s_-0.38943.wav,12553,17750,1.7640761250441273
050c010s_2.3942_446c020p_-2.3942.wav,10809,2769,3.874836786572118
444c020e_0.081386_22ga0105_-0.081386.wav,16008,27298,3.1972445684041695
051c0108_1.5362_422a0110_-1.5362.wav,15271,4894,-2.97152137972955
420c020m_2.1159_441c020j_-2.1159.wav,27730,14390,4.4647589760289925
050o020k_0.90614_22go010g_-0.90614.wav,21712,15543,3.890004714174143
052c0112_2.3443_420a010e_-2.3443.wav,28561,19552,5.28322175842076
421c020y_1.7488_050a050n_-1.7488.wav,30327,7654,5.832497675599795
444c0213_0.17944_053o020s_-0.17944.wav,20690,23827,-0.9043864015718439
050o0210_1.1175_422o0303_-1.1175.wav,27680,5365,-2.7087733754683363
420a010u_2.136_442c020p_-2.136.wav,19753,10752,3.0389788591219915
422o030a_2.3725_420a010d_-2.3725.wav,21752,8618,0.30349478253714235
052a050l_1.7145_445o030e_-1.7145.wav,24835,24065,-2.2769260256279766
22hc0113_1.3039_443c020a_-1.3039.wav,3827,14948,0.924982421532115
422a0113_0.92003_444o0304_-0.92003.wav,13444,23369,1.2162239392894438
445c0216_1.4679_441o030t_-1.4679.wav,2967,29960,-1.8456238357321033
421c0211_0.5581_052c010t_-0.5581.wav,10523,1208,-2.5772063497568034
446o0318_2.3798_050a050n_-2.3798.wav,18276,24367,5.925470656577605
052a050p_0.70155_446o030e_-0.70155.wav,9559,26585,3.790787445728518
443o030f_2.4813_442o030m_-2.4813.wav,37,23129,5.797491423032904
22ho010d_0.64934_420a0104_-0.64934.wav,10620,29529,5.413911073270485
420c020m_2.0098_22gc010v_-2.0098.wav,22832,6456,-0.0005178526225462221
420a0103_1.028_440c0204_-1.028.wav,5064,14020,2.3777331375733546
051o0211_1.6015_423c020q_-1.6015.wav,7038,10559,1.2305271350899094
22ga0102_0.0033078_441o030s_-0.0033078.wav,28034,23758,5.197984496404793
443o030u_1.2096_441c020f_-1.2096.wav,11782,7422,-0.1369442689102378
445o0304_0.71417_447c020h_-0.71417.wav,12584,15028,5.413386527883777
050c010v_0.16179_446c020m_-0.16179.wav,15491,29443,4.271572662681134
051o020w_0.71481_22ga010f_-0.71481.wav,29486,16023,2.441661999763439
421a0102_1.0954_447o030r_-1.0954.wav,1101,1911,-2.0266241943013705
421c020g_1.2209_445o030m_-1.2209.wav,15263,26021,4.7244176464328715
441o030w_0.55252_423c020h_-0.55252.wav,4413,376,-2.614542974039214
443c020i_1.1032_421c020f_-1.1032.wav,29224,16873,5.298328845586692
053c010c_0.30994_421a0101_-0.30994.wav,21286,29073,2.4584768186219055
053c0103_0.27192_420o030a_-0.27192.wav,30896,19626,-1.9291456592326064
447c020p_0.93665_445c020n_-0.93665.wav,3912,8640,3.6626170504104607
440c020f_2.32_421o030h_-2.32.wav,29046,23253,5.034373587188719
050a050j_1.8713_440o030d_-1.8713.wav,3588,4780,5.749688485757137
440c020u_0.18301_442c020n_-0.18301.wav,23721,17954,0.89452502483647
22gc010q_0.89425_423a010h_-0.89425.wav,21498,3218,4.03602802857848
050o020y_0.24304_22hc0113_-0.24304.wav,8908,20361,-0.2885593866837217
440o0314_2.0431_423a0102_-2.0431.wav,21097,30229,-2.2310587655684064
421c020d_2.0985_441c020u_-2.0985.wav,11715,3411,-1.3954978120358863
443o0302_1.9348_445c020q_-1.9348.wav,22121,29158,4.1910152925515645
422c020t_0.29944_051a050c_-0.29944.wav,15156,23574,-0.11643851335187527
443o030d_1.7365_440c0205_-1.7365.wav,4873,16647,-2.8291126452027786
443c020p_0.14974_447c020g_-0.14974.wav,14239,11327,1.8114185576668138
050a050k_0.74546_22hc010o_-0.74546.wav,31065,24707,-1.1326959065949493
447c0205_0.95743_440o0310_-0.95743.wav,17715,17093,4.64197343500582
421a010e_0.68486_441c020f_-0.68486.wav,14807,6610,-2.878573853637376
423o030x_1.8771_051a050b_-1.8771.wav,30397,17189,2.462667678276709
447c020o_1.5697_441o030k_-1.5697.wav,22308,20654,4.970965449364104
442o030w_0.13018_423c0201_-0.13018.wav,25874,4278,0.792413174989465
053a050q_2.352_052c010z_-2.352.wav,6447,3786,3.3797540982078145
445c0202_1.9429_446o030a_-1.9429.wav,550,19018,4.984592250763381
440c0210_1.6938_052a050n_-1.6938.wav,15672,24526,-1.1661251523878318
445o030j_0.9367_446c020z_-0.9367.wav,4195,5126,-0.7076007181842883
444o0305_0.88773_442o0308_-0.88773.wav,22176,3813,4.073482040250955
22ho010w_1.8988_447c0205_-1.8988.wav,25073,22496,2.14031728212103
051a0510_1.8559_447o030e_-1.8559.wav,22848,12655,-2.962623484259189
445c020x_0.41647_440o030d_-0.41647.wav,27771,7001,-0.9644873801486473
444o030q_0.58086_052o020d_-0.58086.wav,24917,7575,5.133682782880403
423o0301_1.2403_421o030g_-1.2403.wav,7618,11855,5.913853729547981
22ho0113_0.86325_22ga010c_-0.86325.wav,18994,24584,-2.5462681959565003
447c020b_1.6057_440c0205_-1.6057.wav,17123,20131,5.428947058424656
442o0302_2.3766_423a010p_-2.3766.wav,27187,11225,2.0023387965146586
052a0514_0.66686_444o030z_-0.66686.wav,9939,4865,1.5974793161852414
22go0110_2.3989_441c0201_-2.3989.wav,12911,10345,-1.3519656313385973
443c020t_0.37727_442c020v_-0.37727.wav,10144,232,2.0861535415125516
423o0303_2.3183_420o030e_-2.3183.wav,850,4121,-2.3260108383311544
446c020u_2.2905_445o030z_-2.2905.wav,7814,9465,2.998667751283297
444o0311_0.93032_443o030f_-0.93032.wav,12605,11086,1.1258921150762369
22ga010k_0.11257_442c0210_-0.11257.wav,17580,17740,5.658599733060111
442o030y_2.2122_447c020d_-2.2122.wav,21243,30775,-2.9203424735870307
053o020v_0.067734_421o030u_-0.067734.wav,15670,22072,-1.6346290052954453
22ha010f_0.030153_445o0304_-0.030153.wav,21979,18620,3.1020981682880073
22ha0101_0.049262_446o030h_-0.049262.wav,2315,13671,-0.5195960751294848
447o030g_1.5581_050o0209_-1.5581.wav,497,17040,0.4735627091516532
050c010k_1.2473_447c020x_-1.2473.wav,26716,19575,5.355605312257742
447c0210_1.6315_441o030e_-1.6315.wav,23891,17334,-2.4909478885535528
441o030x_1.6007_421c0214_-1.6007.wav,16067,5445,0.6988477121917942
443c020f_0.44224_423c020q_-0.44224.wav,10911,3786,-0.10192503506608919
441o030f_2.4498_052o020t_-2.4498.wav,10344,8035,2.6740136867178217
053c0114_0.94311_442o0302_-0.94311.wav,3372,2631,0.5609558054753698
